Judul,penulis,dosen_pembimbing_1,dosen_pembimbing_2,abstrak
PENGEMBANGAN MEDIA PEMBELAJARAN MENGGUNAKAN TRAINER KIT PADA MATA PELAJARAN ELEKTRONIKA ANALOG DAN DIGITAL UNTUK KELAS X TEKNIK KOMPUTER DAN JARINGAN,Penulis : ERIK CHANDERA,"Dosen Pembimbing I : Koko Joni, S.T., M.Eng.","Dosen Pembimbing II :Medika Risnasari, S.ST., M.T.","Erik Chandera 2018. Pengembangan Media Pembelajaran Menggunakan Trainer Kit Pada Mata Pelajaran Elektronika Analog dan Digital Untuk Kelas X Teknik Komputer dan Jaringan. Skripsi. Program Studi Pendidikan Informatika. Fakultas Ilmu Pendidikan. Universitas Trunojoyo Madura. Pembimbing I: Koko Joni., S.T., M.Eng. Pembimbing II: Medika Risnasari., S.ST., M.T.
 
ABSTRAK
Elektronika analog dan digital merupakan salah satu bidang ilmu dan teknologi yang berkembang pesat dan dinamis sehingga di perlukan pemahaman yang cukup mengenai hal tersebut. Suatu kenyataan bahwa sampai saat ini guru SMK masih menggunakan buku cetak atau modul pada pembelajaran mata pelajaran elektronika analog dan digital, padahal dalam pembelajaran mata pelajaran elektronika analog dan digital terdapat kompetensi penting yang harus dikuasai siswa. Penggunaan media pemebelajaran yang sesuai dalam pembelajaran sangat penting karena dapat membantu dalam penyampaian informasi dengan lebih mudah dan jelas, sehingga dapat mempelancar serta meningkatkan proses dan hasil belajar. Pembelajaran yang menggunakan media seperti Trainer Kit akan memberikan banyak kelebihan di dalam pembelajaran yaitu interaksi antara media pembelajaran dengan siswa.
 Penelitian ini bertujuan untuk mengembangkan media pembelajaran menggunakan Trainer Kit pada mata pelajaran elektronika analog dan digital untuk kelas x teknik komputer dan jaringan guna membantu agar  proses pembelajaran dapat berjalan dengan efektif dengan fitur yang terdapat pada Trainer Kit berupa Tampilan gerbng logika, tampilan LED dan tambahan Toggle Switch serta Project Board akan membuat Trainer sebagai media yang efektif. Penelitian ini menggunakan model ADDIE. Instrument dalam pengembangan ini menggunakan kuesioner teknik analisis data yang digunakan adalah teknik deskriptif kualitatif dan kuantitatif. Hasil penelitian pengembangan media pembelajaran dari penilaian ahli media pembelajaran sebesar 92%, penilaian validasi materi pembelajaran sebesar 87%, penilaian uji coba perorangan 87% dan penilaian uji coba kelompok besar sebesar 84%. Hasil tersebut menujukkan bahwa media pembelajaran menggunakan Trainer Kit dapat digunakan sebagai media pembelajaran. 
Kata Kunci: Elektronika, Media Pembelajaran, Trainer Kit.
"
PENGEMBANGAN MEDIA PEMBELAJARAN AUGMENTED REALITY UNTUK MATERI DINAMIKA DI PRODI PENDIDIKAN INFORMATIKA,Penulis : APRIL LIYA HANDAYANI,"Dosen Pembimbing I : Wanda Ramansyah, S.Pd., M.Pd","Dosen Pembimbing II :Ariesta Kartika Sari, S.Si., M.Pd","Augmented Reality (AR) merupakan konsep perpaduan antara virtual reality dengan world reality. Pada perkuliahan Fisika Kejuruan khususnya materi dinamika, dosen menggunakan media pembelajaran seperti Flash yang ditampilkan melalui proyektor, dan laboratorium virtual. Berdasarkan hasil kuisioner yang diberikan kepada mahasiswa, media 2D saja dirasa tidak cukup, dan hal tersebut berpengaruh kepada kurangnya pemahaman dan ketertarikan mahasiswa terhadap materi yang disampaikan dosen. Untuk mengatasi hal tersebut, maka dibutuhkan media pembelajaran yang lebih interaktif dengan memanfaatkan teknologi augmented reality. Pengembangan sistem menggunakan model ADDIE, sedangkan metode pembuatan aplikasi menggunakan marker. Hasil dari pengujian yang dilakukan termasuk kedalam kualifikasi baik, sehingga aplikasi yang dikembangkan memiliki potensi sebagai media pembelajaran yang mudah dan menunjukkan keterlibatan sepenuhnya terhadap pengguna dengan proses belajar yang menyenangkan.
Kata-kata Kunci : augmented reality, media pembelajaran, dinamika."
"PENGARUH MODEL PEMBELAJARAN KOOPERATIF TIPE
SNOWBALL THROWING TERHADAP MOTIVASI BELAJAR SISWA KELAS X TKJ PADA MATERI PENGANTAR ORGANISASI DAN ARSITEKTUR KOMPUTER  

",Penulis : SUGIYANTO,"Dosen Pembimbing I : Ariesta Kartika Sari, S.Si., M.Pd","Dosen Pembimbing II :Wanda Ramansyah, S.Pd., M.Pd","Pembelajaran mata pelajaran sistem komputer yang dilakukan di SMKN 1 Arosbaya menggunakan model pembelajaran konvensional. Penerapan yang secara berkelanjutan membuat siswa bosan karena siswa hanya mencatat dan mendengarkan. Serta dapat mengakibatkan motivasi belajar siswa belum maksimal. Oleh karena itu, diperlukan model pembelajaran yang lebih variatif yang dapat memotivasi siswa. Sehingga dipilih model pembelajaran kooperatif tipe Snowball Throwing. Tujuan dilakukannya penelitian ini adalah untuk mengetahui
keterlaksanaan pembelajaran yang ditinjau dari aktivitas guru dan aktivitas siswa dan untuk mengetahui pengaruh model pembelajaran kooperatif tipe Snowball Throwing terhadap motivasi belajar siswa kelas X TKJ pada materi Pengantar Organisasi dan Arsitektur Komputer. Penelitian ini merupakan penelitian
kuantitatif menggunakan Quasy Experimental Design dengan desain penelitian Nonequivalent Control Group Design. Penelitian ini menggunakan sampel jenuh yaitu kelas X-TKJ A sebagai kelas eksperimen dan kelas X-TKJ B sebagai kelas kontrol. Instrumen yang digunakan adalah angket motivasi, serta lembar observasi
aktivitas guru dan siswa. Berdasarkan hasil penelitian diperoleh: 1) Keterlaksanaan pembelajaran ditinjau dari aktivitas guru memperoleh rata-rata persentase sebesar 88% dengan kategori sangat baik dan ditinjau dari aktivitas siswa memperoleh ratarata
persentase 83% dengan kategori sangat baik, dan 2) Hasil pengujian statistik terkait motivasi belajar siswa memperoleh nilai t
hitung sebesar 4,0030 dan ttabel sebesar 2,0796. Sehingga t
hitung lebih besar dari t
tabel dapat dinyatakan H0 ditolak dan Ha di terima. Artinya, terdapat pengaruh yang signifikan antara model pembelajaran kooperatif tipe snowball throwing terhadap motivasi belajar siswa. 

Kata Kunci: Model Pembelajaran Kooperatif tipe Snowball Throwing, Motivasi Belajar
 "
"PENGEMBANGAN
MEDIA PEMBELAJARAN PENGENALAN KOMPONEN KOMPUTER BERBASIS AUGMENTED REALITY DI SMK AL-MUHAJIRIN AROSBAYA

",Penulis : Mohamad Sholeh,"Dosen Pembimbing I : Koko Joni, MT.,M.,Eng","Dosen Pembimbing II :Muchamad Arif, S.Pd., M.Pd","ABSTRAK
Mohamad Sholeh 2018 Media Pembelajaran Berbasis Teknologi Augmented Reality Untuk Melengkapi Keterbatasan Pada Media Pembelajaran Cetak Khususnya Pada Materi Pengenalan Komponen-Komputer, Untuk Kelas X Skripsi, Pendidikan Informatika, Universitas Trunojoyo Madura.
Pembimbing: (I) Koko Joni, ST.M.,Eng.dan (II) Muchamad Arif, S.Pd.,M.Pd.
Kata Kunci: Media Pembelajaran, Augmented Reality, Teknologi, Pengenalan Hardware
Umumnya sistem pembelajran di sekolah ini masih mengadopsi cara lama yakni menggunakan media pembelajaran buku atau gambar-gambar 2D.Hal ini tentu membuat siswa menjadi bosan dalam mengikuti pelajaran. Sistem atau cara baru dalam pembelajaran siswa disekolah menengah kejuruan. SMK perlu di perhatiakan, mengingat siswa di SMK ini masih butuh media pembelajaran yang menarik dan tidak monoton.
Penelitian ini bertujuan untuk mengembangkan media pembelajaran tentang pengenalan perangkat keras komputer yang berupa augmented reality berbasis android untuk membantu siswa dalam memahami bagaimana bentuk nyata perangkat keras komputer pada materi pengenalan perangkat keras komputer
Penelitian ini dilakukan menggunakan model Kemp dan Dayton, model ini memiliki langkah-langkah dalam pengembangan yang harus dilakukan dengan beberapa tahapan, yaitu: (1) ide atau tujuan umum pembelajaran, (2) tujuan khusus pembelajaran, (3) karakteristik audiens, (4) isi materi (content outline), (5) treatment, (6) storyboard, (7) naskah (script), (8) developing, editing, and mixing, dan (9) testing and revising.
Hasil penelitian menunjukkan bahwa nilai yang di peroleh oleh media dari : (1) Ahli materi mendapatkan nilai 77,% dengan kualifikasiâtinggiâ, (2) Ahli media di peroleh nilai 66.3% dengan kualifikasi âcukup tinggiâ, (3) Uji coba perorangan di peroleh nilai 77% dengan kualifikasi â tinggi (4) uji coba siswa kelompok kecil diperoleh nilai 84.2% dengan kualifikasi âtinggiâ, (5) uji coba siswa kelompok besar diperoleh nilai 83.7% dengan kualifikasi âtinggiâ. Dengan demikian media augmented reality pengenalan komponen komputer yang dikembangkan ini memiliki nilai efektifitas, efisiensi, dan daya tarik yang tinggi sebagai media pembelajaran pengenalan hardware komputer.
"
"PENGARUH MODEL PEMBELAJARAN INKUIRI TERHADAP HASIL BELAJAR KOGNITIF DAN PSIKOMOTORIK SISWA PADA MATERI STRUKTUR PERULANGAN KELAS X SMK TKJ 
(Penelitian di SMK Negeri 1 Kwanyar)",Penulis : Qurrotu'aini,"Dosen Pembimbing I : Ariesta Kartika Sari, S.Si., M.Pd","Dosen Pembimbing II :Wanda Ramansyah, S.Pd., M.Pd","Abstrak
Hasil belajar siswa pada materi struktur perulangan tergolong rendah, Hal ini dipengaruhi karena kurang tepatnya memilih model pembelajaran, selama ini pembelajaran masih bersifat konfensional yang menyebabkan siswa pasif. Siswa hanya menungu materi yang disampaikan oleh guru. 
Tujuan penelitian ini adalah untuk mengetahui pengaruh model pembelajaran inkuiri terhadap hasil belajar kognitif dan psikomotorik siswa pada materi struktur perulangan dengan menggunakan Quasi Experimental Design dengan desain penelitian Nonequivalent Control Group Design. Pengambilan sampel pada penelitian ini menggunakan teknik Nonprobability Sampling dengan jenis sampel jenuh. Instrumen yang digunakan dalam penelitian ini adalah lembar observasi aktivitas guru, lembar observasi aktivitas siswa, hasil belajar kognitif , dan hasil belajar psikomotorik siswa. Untuk mengetahui hasil belajar kognitif siswa, peneliti menggunakan intrumen tes hasil belajar kognitif berupa soal pilihan ganda. Tes hasil belajar kognitif dianalisis menggunakan uji signifikan, diperoleh thitung sebesar 2.866 dan ttabel sebesar 2.056, sehingga thitung > ttabel dapat dinyatakan bahwa Ho ditolak. untuk mengetahui hasil belajar psikomotorik siswa peneliti menggunakan intrumen penilaian kinerja berupa lembar observasi. Tes hasil belajar psikomotorik juga dianalisis menggunakan uji signifikan diperoleh thitung sebesar 2.46 dan ttabel sebesar 2.056, sehingga thitung > ttabel dapat dinyatakan bahwa Ho ditolak. 
Kesimpulan dari penelitian ini bahwa model pembelajaran inkuiri berpengaruh terhadap hasil belajar kognitif dan psikomtorik siswa pada materi struktur perulangan.


Kata kunci: Hasil Belajar, Model Pembelajaran Inkuiri, Struktur Perulangan."
SISTEM INFORMASI PENJAMINAN MUTU PENDIDIKAN INFORMATIKA BERBASIS WEB,Penulis : Vivi Oktavia,"Dosen Pembimbing I : Medika Risnasari, S.ST., M.T.","Dosen Pembimbing II :Puji Rahayu Ningsih, S.Pd.M.Pd.","ABSTRAK


Penjaminan mutu merupakan suatu hal yang penting dilakukan oleh suatu perguruan tinggi. Dalam pelaksanaan penjaminan mutu, Prodi Pendidikan Informatika mengalami beberapa permasalahan karena  masih menggunakan cara manual. Oleh Karena itu, penelitian ini bertujuan untuk mengembangkan sistem informasi penjaminan mutu Pendidikan Informatika berbasis web. Metode yang digunakan dalam penelitian ini adalah Research and Development (R&D) dengan model waterfall. Model waterfall terdiri dari 4 tahapan yaitu analisis kebutuhan, desain, pengkodean, dan pengujian. Analisis kebutuhan dilakukan dengan observasi dan wawancara. Desain sistem dibuat dengan Unified Modeling Language (UML) yang terdiri dari use case diagram, activity diagram dan class diagram. Pengkodean sistem menggunakan framework Laravel dan database MySQL. Pengujian dilakukan berdasarkan 5 karakteristik dalam standar ISO 25010 yang meliputi functional suitability, usability, reliability, performance efficiency, dan maintainability. Hasil dari penelitian ini adalah sistem informasi penjaminan mutu Pendidikan Informatika berbasis web mempermudah dalam memanajemen dokumen penjaminan mutu, pengisian kuesioner evaluasi dan tracer study serta mengelola hasil evaluasi. Sistem informasi yang dikembangkan telah memenuhi 5 karakteristik standar ISO 25010, yaitu functional suitability sebesar 100% (sangat baik), usability sebesar 85.30% (sangat layak) dan nilai alpha cronbach sebesar 0.885 (baik), reliability sebesar 100% (lolos), performance efficiency dengan PageSpeed score 98% (A), Yslow score 92% (A), dan fully loaded time sebesar 2 detik (diterima) serta hasil maintainability sebesar 105.71 (tingkat maintainability tinggi).

Kata-kata Kunci : Sistem Informasi, Penjaminan Mutu, Web, ISO 25010"
PENGEMBANGAN APLIKASI SISTEM PAKAR SEBAGAI MEDIA PEMBELAJARAN PADA MATA PELAJARAN PERAKITAN KOMPUTER DI SMKN 1 KWANYAR,Penulis : Mochammad Habib Saputra,"Dosen Pembimbing I : Medika Risnasari, S.ST., M.T.","Dosen Pembimbing II :Sigit Dwi Saputro, S. Pd., M. Pd.","Penelitian pengembangan ini bertujuan untuk mengembangkan aplikasi sistem pakar dengan menggunakan metode forward chaining sebagai media pembelajaran pada mata pelajaran perakitan komputer menggunakan database server mysql dan bahasa pemrograman PHP  di SMKN 1 Kwanyar Bangkalan. Penelitian ini dilakukan karena di SMKN 1 Kwanyar membutuhkan media pembelajaran yang ekonomis, praktis, interaktif, efektif serta dapat meningkatkan pemahaman siswa tentang suatu materi sehingga dapat mencapai tujuan pembelajaran. Penelitian pengembangan ini berpedoman pada model pengembangan ADDIE yang terdiri dari 5 tahapan yaitu analisis, desain, pengembangan, implementasi, dan evaluasi. Kelayakan dari aplikasi sistem pakar ini ditinjau dari tiga aspek yaitu aspek materi, aspek media dan aspek fungsional sistem. Uji coba dalam penelitian ini ada tiga tahapan yaitu perorangan (3 Orang), kelompok kecil (8 Orang), dan kelompok besar (24 Orang). Metode yang digunakan untuk mengumpulkan data yaitu menggunakan angket.
Hasil persentase analisis kelayakan produk dari ahli materi mendapatkan nilai 95,56 %, ahli media yang mendapatkan nilai 93,33%, ahli perancangan atau fungsional sistem yang mendapatkan nilai 100%, dan uji coba terhadap siswa dengan tahapan yang berbeda memperoleh rata-rata persentase 90,73%, dengan demikian disimpulkan bahwa aplikasi sistem pakar sebagai media pembelajaran perakitan komputer ini layak digunakan dan dapat digunakan untuk meningkatkan kualitas pembelajaran.

Kata Kunci:  Sistem Pakar, Media Pembelajaran, Perakitan Komputer, Forward Chaining"
Pengaruh Model Pembelajaran Kooperatif Tipe Inside Outside Circle Terhadap Minat Belajar Siswa Kelas X TKJ pada Materi Buku Digital,Penulis : Sela Novitasari,"Dosen Pembimbing I : Ariesta Kartika Sari, S.Si., M.Pd.","Dosen Pembimbing II :Wanda Ramansyah, S.Pd., M.Pd.","ABSTRAK


Penyebab rendahnya minat belajar siswa pada mata pelajaran buku digital di SMK Al-Hikam adalah penggunaan model pembelajaran yang kurang tepat, sehingga mengakibatkan siswa merasa bosan dan kurang tertarik terhadap mata pelajaran. Untuk meminimalisir hal tersebut, peneliti menerapkan model pembelajaran Kooperatif tipe Inside Outside Circle. Model tersebut diterapkan di kelas eksperimen atau X TKJ 2, sedangkan kelas kontrol diterapkan model pembelajaran konvensional di kelas X TKJ 1. Untuk mengukur minat belajar siswa, maka digunakan angket sebagaimana angket pretest diberikan sebelum dilakukan perlakuan sedangkan angket posttest diberikan setelah dilakukan perlakuan. Hasil observasi aktivitas guru pertemuan pertama dan kedua mendapat rata-rata skor 88 dengan jumlah 97,77. Hasil observasi siswa pertemuan pertama dan kedua mendapatkan rata-ata presentase 80,65%. Hasil minat belajar siswa nilai awal pretest 3,25 dengan presentase 65,07% menjadi 3,55 dengan presentase 70,97%. Uji signifikan minat belajar menunjukkan nilai thitunh sebesar 23,818, sedangkan nilai ttabel 2,069 pada taraf signifikan 5%. Dapat disimpulkan bahwa nilai thitung lebih besar dari pada ttabel, sehinggan H0 ditolak dan Ha diterima. Hasil uji gain ternormalisasi menunjukkan 4 siswa mengalami peningkatan minat belajar âsedangâ, dan 38 siswa mengalami peningkatan ârendahâ.

Kata-kata Kunci : minat belajar, Inside Outside Circle, Buku Digital"
PENGARUH MODEL PEMBELAJARAN KOOPERATIF TIPE MAKE A MATCH MENGGUNAKAN MEDIA  CISCO PACKET TRACER TERHADAP HASIL BELAJAR KOGNITIF PADA MATERI PENGALAMATAN IP KELAS X TKJ SMKN 1 AROSBAYA,Penulis : RIA WAHYU UTAMI,"Dosen Pembimbing I : ARIESTA KARTIKA SARI, S.Si., M.Pd","Dosen Pembimbing II :PUJI RAHAYU NINGSIH, S.Pd., M.Pd","Penelitian ini bertujuan untuk mendeskripsikan penerapan pelaksanaan pembelajaran menggunakan model pembelajaran kooperatif tipe make a match menggunakan media  cisco packet tracer dan untuk mengetahui pengaruh model pembelajaran kooperatif tipe make a match menggunakan media  cisco packet tracer, terhadap hasil belajar kognitif pada materi pengalamatan IP kelas X TKJ SMKN 1 Arosbaya. Penelitian ini merupakan penelitian kuantitatif yang menggunakan desain quasi eksperimental design. Instrumen yang digunakan adalah soal tes hasil belajar yang berupa pretest dan posttest, lembar pengamatan terhadap guru dan siswa. Hasil aktivitas guru pada pertemuan pertama 92% yang tergolong sangat baik dan pertemuan kedua meningkat menjadi 95% yang tergolong sangat baik. Hasil dari aktivitas siswa pada pertemuan pertama 84,75% dengan kategori sangat baik dan pertemuan kedua  meningkat 88,75% tergolong dengan kategori sangat baik. Dilihat dari hasil uji gain memperoleh nilai sebesar 0,36 yang termasuk dalam kategori sedang. Dari hasil penelitian menggunakan uji signifikansi diperoleh thitung = 3,87 > ttabel = 2,08 , maka H0 ditolak dan Ha diterima. Kesimpulannya yaitu ada pengaruh penggunaan model pembelajaran kooperatif tipe make a match menggunakan media cisco packet tracer terhadap hasil belajar kognitif pada materi pengalamatan IP kelas X TKJ SMKN 1 Arosbaya.

Kata-kata Kunci : hasil belajar, model pembelajaran kooperatif tipe make a match, media  cisco packet tracer, pengalamatan IP
"
SISTEM INFORMASI LABORATORIUM PENDIDIKAN INFORMATIKA (SILABPIF),Penulis : Iwan Sungkono,"Dosen Pembimbing I : Medika Risna Sari,S.ST,MT","Dosen Pembimbing II :Muchamad Arif, S.Pd., M.Pd.","ABSTRAK

Penelitian pengembangan ini bertujuan untuk membuat produk sistem informasi laboratorium Pendidikan informatika supaya bisa berguna dalam administrasi, data peminjaman, inventaris, dan aktivitas dalam pelaksanaan praktikum secara efektif dan efisien. Laboratorium Pendidikan informatika membutuhkan sistem informasi laboratorium. Penelitian pengembangan ini berpedoman pada model pengembangan Waterfall yang terdiri dari 5 tahapan yaitu komunikasi, perencanaan, pemodelan, konstruksi, dan penyerahan produk ke pelanggan. Kelayakan sistem informasi laboratorium ini terdiri dari dua aspek yaitu aspek Functional Suitability dan aspek usability. Uji coba dalam penelitian ini ada 2 tahapan yaitu uji ahli media, uji pengguna yang terdiri dari 3 dosen pengampu matakuliah praktikum, 4 asisten praktikum, dan 22 mahasiswa praktikan di prodi Pendidikan Informatika. Metode yang digunakan untuk mengumpulkan data yaitu menggunakan angket.
Hasil analisis menunjukkan bahwa kualitas sistem informasi yang dihasilkan adalah sebagai berikut: dari uji kelayakan aspek usability yang di ujikan kepada pengguna sudah mencapai tujuan efektif, efisien, dan kepuasan pengguna, Dengan bukti hasil angket yang diberikan mencapai rata-rata prosentase 88%, dengan demikian dapat disimpulkan bahwa sistem informasi laboratorium Pendidikan Informatika (SILABPIF) sudah sangat layak digunakan dilaboratorium Pendidikan Informatika.
Kata kunci : Sistem Informasi, Laboratorium, SILABPIF
"
PENGARUH MODEL PEMBELAJARAN KOOPERATIF TIPE PICTURE AND PICTURE TERHADAP HASIL BELAJAR KOGNITIF DAN PSIKOMOTORIK SISWA PADA MATERI JARINGAN LOKAL KELAS X SMK,Penulis : DEWI MEIDELIA,"Dosen Pembimbing I : ARIESTA KARTIKA SARI, S.Si., M.Pd.","Dosen Pembimbing II :SIGIT DWI SAPUTRO, S.Pd., M.Pd.","Penyebab rendahnya pemahaman siswa dalam memahami materi jaringan lokal yaitu karena model pembelajaran yang digunakan oleh guru dalam kegiatan pembelajaran kurang inovatif yang menyebabkan siswa pasif dan kurang aktif. Tujuan dilakukannya penelitian ini adalah untuk mengetahui pengaruh model pembelajaran kooperatif tipe picture and picture terhadap hasil belajar kognitif dan psikomotorik siswa pada materi jaringan lokal. Penelitian ini merupakan penelitian kuantitatif menggunakan Quasi Eksperimental Design dengan desain penelitian Nonequivalent Control Group Design. Penelitian ini dilakukan di SMK Negeri 1 Labang. Pengambilan  sampel  pada penelitian ini menggunakan teknik  Nonprobability Sampling  dengan jenis  sampel jenuh yaitu kelas X TKJ 1 sebagai kelas eksperimen dan kelas X TKJ 2 sebagai kelas kontrol. Instrumen yang  digunakan  dalam  penelitian  ini  adalah  lembar  observasi aktivitas guru,  lembar observasi aktivitas siswa, hasil belajar kognitif, dan hasil belajar psikomotorik siswa. Untuk tes hasil belajar kognitif berupa soal pilihan ganda dan untuk tes hasil belajar psikomotorik berupa lembar observasi penilaian kinerja. Tes hasil belajar kognitif dianalisis menggunakan uji signifikansi, diperoleh thitung = 2,997 dan ttabel = 2,045. Sedangkan tes hasil belajar psikomotorik menggunakan uji signifikansi, diperoleh thitung = 8,764 dan ttabel = 2,045, sehingga thitung > ttabel dapat dinyatakan bahwa Ho ditolak dan Ha diterima. Jadi dapat disimpulkan bahwa ada pengaruh yang signifikan model pembelajaran kooperatif tipe picture and picture terhadap hasil belajar kognitif dan psikomotorik siswa kelas X TKJ di SMK Negeri 1 Labang. 

Kata-kata Kunci: Hasil Belajar, Model Pembelajaran Kooperatif Tipe Picture and Picture, Jaringan Lokal."
"IDENTIFIKASI KEMAMPUAN PENALARAN SISWA DALAM
PEMECAHAN MASALAH DITINJAU DARI KEMAMPUAN
AWAL MATERI RANGKAIAN DECODER DAN ENCODER",Penulis : Siti Marwati,"Dosen Pembimbing I : Muchamad Arif, S.Pd., M.Pd","Dosen Pembimbing II :Puji Rahayu Ningsih, S.Pd., M.Pd","Tujuan penelitian ini adalah untuk mengidentifikasi kemampuan penalaran
siswa ditinjau dari kemampuan awal. Dalam penelitian ini, kemampuan awal
dikategorikan menjadi 3 yaitu, kemampuan awal tinggi/atas, kemampuan awal
sedang/tengah, dan kemampuan awal rendah/bawah.Penelitian ini menggunakan
pendekatan kualitatif dengan jenis penelitian deskriptif kualitatif. Teknik
pengumpulan data melalui tes tulis dan wawancara. Soal tes berbentuk cerita
uraian materi rangkaian decoder dan encoder. Wawancara dilakukan untuk
memverifikasi dan memperluas informasi dari siswa dalam menyelesaikan soal
cerita rangkaian decoder dan encoder.Hasil penelitian yang diperoleh adalah;
Siswa dengan kategori kemampuan awal tinggi/atas menggunakan unsur-unsur
penalaran dengan menunjukkan empat indikator yaitu, Siswa dapat mengajukan
dugaan dengan tepat, menyusun bukti terhadap kebenaran jawaban yang
diberikan, membuat kesimpulan dengan baik, serta dapat memeriksa kembali
kebenaran yang diberikan; Siswa dengan kategori kemampuan awal
sedang/tengah memiliki kecenderungan menggunakan unsur-unsur penalaran
dengan menunjukkan tiga indikator, yaitu Siswa dapat mengajukan dugaan
dengan baik, menyusun bukti terhadap kebenaran jawaban, dan membuat
kesimpulan dengan baik. Akan tetapi kurang mampu dalam menentukan cara lain
untuk mencari jawaban; Siswa dengan kategori kemampuan awal rendah/bawah
tidak memiliki kecenderungan menggunakan unsur-unsur penalaran karena siswa
tidak menunjukkan adanya indikator yang dicapai, yaitu siswa tidak dapat
mengajukan dugaan, dan tidak mampu menentukan cara lain untuk mencari
jawaban.Siswa dapat membuat kesimpulan dan menyusun bukti, namun kurang
lengkap.
Kata-kata Kunci: Kemampuan Awal, Kemampuan Penalaran, Rangkaian
Decoder dan Encoder"
PENGEMBANGAN GAME EDUKASI BERBASIS ANDROID PADA MATERI SISTEM DIGITAL DAN KONVERSI BILANGAN DI PROGRAM STUDI PENDIDIKAN INFORMATIKA,Penulis : INDRI EKA SAPUTRI,"Dosen Pembimbing I : WANDA RAMANSYAH, S.Pd., M.Pd.","Dosen Pembimbing II :PUJI RAHAYU NINGSIH, S.Pd., M.Pd.","Penelitian ini bertujuan untuk mengembangkan produk sebagai inovasi teknologi yang diharapkan mampu memperbaiki media pembelajaran yang digunakan dalam proses pembelajaran pada materi Sistem Digital dan Konversi Bilangan mata kuliah Elektronika Analog dan Digital di program studi Pendidikan Informatika. Penelitian ini digunakan untuk mengetahui kualitas dan respon mahasiswa terhadap game edukasi Lintas Bilangan berbasis android sebagai media pembelajaran. Penelitian ini menggunakan model pengembangan ADDIE, dengan lima tahapan, yaitu Analyze (analisis), Design (perancangan), Development (pengembangan), Implementation (implementasi), dan Evaluation (evaluasi). Pengujian penelitian ini dilakukan kepada mahasiswa angkatan 2016 dengan menggunakan tiga aspek, yaitu efektivitas, efisiensi, dan daya tarik. Hasil penelitian yang dilakukan mendapatkan penilaian sebesar 97,3% dari ahli rancangan media, 90% dari ahli isi/materi, 86,1% dari uji coba perorangan, 82,6% dari uji coba kelompok kecil, dan 87,2% dari uji coba kelompok besar. Berdasarkan penilaian tersebut media game edukasi berbasis android dinyatakan layak digunakan sebagai media pembelajaran pada materi Sistem Digital dan Konversi Bilangan mata kuliah Elektronika Analog dan Digital.

Kata Kunci: ADDIE, android, game, media pembelajaran, Sistem Digital dan Konversi Bilangan."
Pengembangan Sistem Koreksi Soal Essay Otomatis Berbasis Web Menggunakan Metode Cosine Similarity (Studi Kasus SMKN 1 Labang),Penulis : Lisa Vilayati,"Dosen Pembimbing I : Medika Risnasari, S.ST., M.T.","Dosen Pembimbing II :Muchamad Arif, S.Pd., M.Pd.","Ujian jenis essay merupakan bentuk evaluasi yang menuntut siswa untuk menjawab soal dengan deskripsi yang panjang dengan tujuan mengukur tingkat pemahaman siswa. Namun, tidak banyak pendidik yang menggunakan soal essay dalam ujian online. Komputasi penilaian ujian online soal essay yang rumit menjadi kendala utama pengadaan ujian online dengan jenis soal ini. Di sisi lain, pengoreksian soal essay secara manual mempengaruhi objektivitas pendidik dalam mengoreksi soal ujian. Semakin banyak soal yang dikoreksi, semakin rendah tingkat objektivitas. Tujuan dari penelitian ini adalah mengembangkan sistem koreksi soal essay otomatis berbasis web dengan metode Cosine Similarity, yaitu suatu metode untuk mencari nilai kemiripan dua buah data. Metode ini bekerja dengan cara mencari nilai cosinus dari sudut antara dua vektor dari masing-masing data. Data yang akan dicari nilai kemiripannya adalah jawaban yang akan diinputkan siswa dengan kunci jawaban dalam database. Selanjutnya nilai kemiripan data akan dikonversikan menjadi nilai ujian. Penelitian ini menggunakan metode pengembangan model waterfall dengan empat tahapan yaitu : (1) Analisis (2) Desain, (3) Pengkodean, (4) Pengujian. Dari hasil penelitian ini, peneliti menemukan bahwa : (1) akses admin bekerja dengan baik dan sesuai dengan output yang diharapkan, (2) algoritma Cosine Similarity pada proses penilaian menunjukkan performa yang baik dengan nilai RMSE keseluruhan sistem sebesar 5,25.
Kata Kunci : Sistem Koreksi Soal Essay, Cosine Similarity, RMSE.
"
